texto,estilo
"¡Excelente, más apunada para alegrar el día… dijo nadie!",irónico
La información sobre la ñañu está en el portal oficial.,neutro
"¡Qué original tu idea de la pe, nunca lo había oído!",irónico
La pata se encuentra disponible en la oficina central.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la chuchu.",formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"No sé si convenga meterse en esa pe, ya tú sabes.",evasivo
El horario de atención para la pe es de 8 a 16 horas.,neutro
Se programó una sesión informativa sobre la chuchu.,neutro
La yapa será revisada mañana por el comité.,neutro
"Claro, porque la chamba siempre soluciona todo… jajaja.",irónico
"Genial, otra maravilla cortesía de la yapa, pe.",irónico
Se programó una sesión informativa sobre la yapa.,neutro
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Por favor, remítase al informe sobre la pe adjunto.",formal
Solicito confirmación de recepción de la documentación pertinente.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Bueno pe, ya veremos qué onda con esa achachila.",evasivo
"Claro, porque la ñañu siempre soluciona todo… jajaja.",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¡Qué original tu idea de la achachila, nunca lo había oído!",irónico
La información sobre la wawa está en el portal oficial.,neutro
"Estimado señor, le agradecería clarificar lo relativo a la chalina.",formal
"¡Qué original tu idea de la wawa, nunca lo había oído!",irónico
¡Que no te vea merodeando con esa chamba o verás!,agresivo
El horario de atención para la jale es de 8 a 16 horas.,neutro
"Deja de joder con tu wawa, pe, en serio.",agresivo
"Claro, porque la apunada siempre soluciona todo… jajaja.",irónico
"Genial, otra maravilla cortesía de la wawa, pe.",irónico
"Bueno pe, ya veremos qué onda con esa pata.",evasivo
"Claro, porque la jale siempre soluciona todo… jajaja.",irónico
¡Que no te vea merodeando con esa achachila o verás!,agresivo
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
"Sí, seguro la apunada vendrá volando cuando menos lo esperemos.",irónico
"No sé si convenga meterse en esa chuchu, ya tú sabes.",evasivo
"¡No me rolees con esa pata, cómo te atreves!",agresivo
La información sobre la achachila está en el portal oficial.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
¡Que no te vea merodeando con esa apunada o verás!,agresivo
"Claro, porque la pata siempre soluciona todo… jajaja.",irónico
"¡Excelente, más wawa para alegrar el día… dijo nadie!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"No sé si convenga meterse en esa yapa, ya tú sabes.",evasivo
"Sí, seguro la chuchu vendrá volando cuando menos lo esperemos.",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Qué original tu idea de la jale, nunca lo había oído!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la pe.",formal
El horario de atención para la yapa es de 8 a 16 horas.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
La pata se encuentra disponible en la oficina central.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
Se programó una sesión informativa sobre la yapa.,neutro
"¡No me rolees con esa chalina, cómo te atreves!",agresivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se programó una sesión informativa sobre la jato.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡No me rolees con esa mishi, cómo te atreves!",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"Estimado señor, le agradecería clarificar lo relativo a la yapa.",formal
La información sobre la chuchu está en el portal oficial.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Deja de joder con tu apunada, pe, en serio.",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Excelente, más apunada para alegrar el día… dijo nadie!",irónico
"¡Excelente, más chuchu para alegrar el día… dijo nadie!",irónico
"Por favor, remítase al informe sobre la pata adjunto.",formal
"Bueno pe, ya veremos qué onda con esa wawa.",evasivo
"No sé si convenga meterse en esa mishi, ya tú sabes.",evasivo
El horario de atención para la ñañu es de 8 a 16 horas.,neutro
La chuchu será revisada mañana por el comité.,neutro
"Sí, seguro la yapa vendrá volando cuando menos lo esperemos.",irónico
"Por favor, remítase al informe sobre la pe adjunto.",formal
Quedo atento a comentarios adicionales sobre la yapa.,formal
La chamba se encuentra disponible en la oficina central.,neutro
Quedo atento a comentarios adicionales sobre la ñañu.,formal
"¡Qué original tu idea de la pe, nunca lo había oído!",irónico
Quedo atento a comentarios adicionales sobre la chalina.,formal
"Claro, porque la pachita siempre soluciona todo… jajaja.",irónico
El horario de atención para la chalina es de 8 a 16 horas.,neutro
La pe se encuentra disponible en la oficina central.,neutro
"Sí, seguro la chalina vendrá volando cuando menos lo esperemos.",irónico
La pachita será revisada mañana por el comité.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
La mishi se encuentra disponible en la oficina central.,neutro
¡Que no te vea merodeando con esa achachila o verás!,agresivo
La información sobre la ñañu está en el portal oficial.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
"No sé si convenga meterse en esa yapa, ya tú sabes.",evasivo
El horario de atención para la chamba es de 8 a 16 horas.,neutro
La achachila será revisada mañana por el comité.,neutro
"Sí, seguro la jale vendrá volando cuando menos lo esperemos.",irónico
"Estimado señor, le agradecería clarificar lo relativo a la jale.",formal
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
La ñañu será revisada mañana por el comité.,neutro
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
Se programó una sesión informativa sobre la pata.,neutro
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
Quedo atento a comentarios adicionales sobre la ñañu.,formal
"No sé si convenga meterse en esa pe, ya tú sabes.",evasivo
La información sobre la ñañu está en el portal oficial.,neutro
Quedo atento a comentarios adicionales sobre la apunada.,formal
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
La chalina será revisada mañana por el comité.,neutro
"Bueno pe, ya veremos qué onda con esa yapa.",evasivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
Quedo atento a comentarios adicionales sobre la yapa.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"Eso se hablará después, pata, no me presiones.",evasivo
"¡Qué original tu idea de la ñañu, nunca lo había oído!",irónico
"Claro, porque la chuchu siempre soluciona todo… jajaja.",irónico
La ñañu se encuentra disponible en la oficina central.,neutro
"¡Excelente, más jale para alegrar el día… dijo nadie!",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
Se programó una sesión informativa sobre la yapa.,neutro
"No sé si convenga meterse en esa jato, ya tú sabes.",evasivo
"¡No me rolees con esa mishi, cómo te atreves!",agresivo
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
El horario de atención para la chuchu es de 8 a 16 horas.,neutro
La chuchu será revisada mañana por el comité.,neutro
"¡Excelente, más pachita para alegrar el día… dijo nadie!",irónico
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
"¡Cállate de una vez, apunada, no sabes nada!",agresivo
Se programó una sesión informativa sobre la mishi.,neutro
"Veremos, pe, a ver qué dicen los de siempre.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la ñañu.",formal
"¡Qué original tu idea de la ñañu, nunca lo había oído!",irónico
"¡Excelente, más wawa para alegrar el día… dijo nadie!",irónico
"¡Excelente, más chamba para alegrar el día… dijo nadie!",irónico
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
Se programó una sesión informativa sobre la achachila.,neutro
"Eso se hablará después, pata, no me presiones.",evasivo
"Eso se hablará después, pata, no me presiones.",evasivo
Solicito confirmación de recepción de la documentación pertinente.,formal
"¡Qué original tu idea de la apunada, nunca lo había oído!",irónico
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la chuchu.",formal
"Bueno pe, ya veremos qué onda con esa jale.",evasivo
"¡No me rolees con esa wawa, cómo te atreves!",agresivo
"Sí, seguro la apunada vendrá volando cuando menos lo esperemos.",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Bueno pe, ya veremos qué onda con esa jato.",evasivo
"¡No me rolees con esa mishi, cómo te atreves!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Deja de joder con tu pe, pe, en serio.",agresivo
"Genial, otra maravilla cortesía de la yapa, pe.",irónico
La información sobre la achachila está en el portal oficial.,neutro
Quedo atento a comentarios adicionales sobre la achachila.,formal
"Claro, porque la pe siempre soluciona todo… jajaja.",irónico
¡Que no te vea merodeando con esa chamba o verás!,agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Genial, otra maravilla cortesía de la yapa, pe.",irónico
"Claro, porque la pachita siempre soluciona todo… jajaja.",irónico
"No sé si convenga meterse en esa jale, ya tú sabes.",evasivo
"Deja de joder con tu chuchu, pe, en serio.",agresivo
"Eso se hablará después, pata, no me presiones.",evasivo
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Deja de joder con tu jale, pe, en serio.",agresivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡Qué original tu idea de la chamba, nunca lo había oído!",irónico
"¿Crees que me asustas, ñañu? ¡Suéltala ya!",agresivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Tal vez, pero mejor lo dejamos en veremos ahorita.",evasivo
"Genial, otra maravilla cortesía de la chuchu, pe.",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
"¡No me rolees con esa chamba, cómo te atreves!",agresivo
"Sí, seguro la achachila vendrá volando cuando menos lo esperemos.",irónico
"No sé si convenga meterse en esa ñañu, ya tú sabes.",evasivo
"No sé si convenga meterse en esa jale, ya tú sabes.",evasivo
El horario de atención para la jato es de 8 a 16 horas.,neutro
Se programó una sesión informativa sobre la chamba.,neutro
"No sé si convenga meterse en esa wawa, ya tú sabes.",evasivo
"Sí, seguro la pe vendrá volando cuando menos lo esperemos.",irónico
"Eso se hablará después, pata, no me presiones.",evasivo
Se programó una sesión informativa sobre la wawa.,neutro
Solicito confirmación de recepción de la documentación pertinente.,formal
"Deja de joder con tu achachila, pe, en serio.",agresivo
"Genial, otra maravilla cortesía de la mishi, pe.",irónico
La wawa se encuentra disponible en la oficina central.,neutro
"Bueno pe, ya veremos qué onda con esa chalina.",evasivo
Se le ruega cumplir con los lineamientos establecidos oportunamente.,formal
"¡No me rolees con esa chuchu, cómo te atreves!",agresivo
La información sobre la chamba está en el portal oficial.,neutro
"No sé si convenga meterse en esa chamba, ya tú sabes.",evasivo
"Estimado señor, le agradecería clarificar lo relativo a la mishi.",formal
"Bueno pe, ya veremos qué onda con esa pachita.",evasivo
¡Que no te vea merodeando con esa chalina o verás!,agresivo
"No sé si convenga meterse en esa apunada, ya tú sabes.",evasivo
